rank,asin,title,brand,price,currency,rating,review_count,category,subcategory,badge,image_url,product_url,scraped_at,page_number,title_word_count,has_price,price_tier,review_tier
1,B07G7L7SQP,"Cetaphil Sun SPF 50 Sunscreen Light Gel 50 ml – Very High Protection SPF 50+ Broad Spectrum UVA/UVB - Lightweight, Non-Sticky Gel - - Water resistant - Fast Absorbing Daily Face Sunscreen for Sensitive Skin - For All Skin Types",Cetaphil,1091.0,INR,4.1,3758,Sun Care,Sun Care,,"https://images-eu.ssl-images-amazon.com/images/I/61BrU7Gym-L._AC_UL300_SR300,200_.jpg",https://www.amazon.in/Cetaphil-Very-High-Protection-Light/dp/B07G7L7SQP/ref=zg_bs_g_1374443031_d_sccl_1/520-5510071-9823352?psc=1,2026-03-23T09:55:44.930576,1,40,True,mid,high
2,B0785R9JYL,"Cetaphil Sun Kids Liposomal Lotion SPF 50+ 150 ml– Very High Protection Broad-Spectrum UVA/UVB Sunscreen for Kids - Water-Resistant, Hypoallergenic & Fragrance-Free - Liposomal Hydrating Lotion for Sensitive Skin",Cetaphil,1233.0,INR,4.1,962,Sun Care,Sun Care,,"https://images-eu.ssl-images-amazon.com/images/I/51qjMECTd1L._AC_UL300_SR300,200_.jpg",https://www.amazon.in/Cetaphil-Sun-Kids-Liposomal-Lotion/dp/B0785R9JYL/ref=zg_bs_g_1374443031_d_sccl_2/520-5510071-9823352?psc=1,2026-03-23T09:55:44.931528,1,29,True,mid,medium
3,B0DS5WZPJ3,Plum BodyLovin' Lily Miss Sunshine SPF 35 PA+++ Sunscreen Body Lotion For Summers | No White Cast | Broad Spectrum UVA & UVB Protection | Aloe Juice Cools Skin by 1°| Hydrates Up to 72 Hours | Fruity Floral Fragrance - 200ml,Plum,361.0,INR,4.4,304,Sun Care,Sun Care,,"https://images-eu.ssl-images-amazon.com/images/I/51AWDaP2vvL._AC_UL300_SR300,200_.jpg",https://www.amazon.in/Plum-BodyLovin-Sunscreen-Protection-Fragrance/dp/B0DS5WZPJ3/ref=zg_bs_g_1374443031_d_sccl_3/520-5510071-9823352?psc=1,2026-03-23T09:55:44.932472,1,42,True,budget,medium
4,B0DTYZD6C9,"mCaffeine Sun Bath SPF 80+ PA ++++ Body Sunscreen Spray | High UV Protection | Invisible, Non-Greasy, 180 Mins Water/Sweat Resistant Cooling Spray| For All Skin Types | Blueberry Fragrance -100ml",mCaffeine,543.0,INR,3.9,257,Sun Care,Sun Care,,"https://images-eu.ssl-images-amazon.com/images/I/51vNyMrJDJL._AC_UL300_SR300,200_.jpg",https://www.amazon.in/mCaffeine-Sunscreen-Protection-Invisible-Non-Greasy/dp/B0DTYZD6C9/ref=zg_bs_g_1374443031_d_sccl_4/520-5510071-9823352?psc=1,2026-03-23T09:55:44.933407,1,31,True,mid,medium
5,B00TI9CMNM,"Joy Hello Sun Body Sunscreen Lotion SPF20 PA++ (300ml) | UVA + UVB Protection | Tan Control and restores Glow | Lightweight, Fast Absorbing & Zero White Cast | For Normal to Oily Skin",Joy,220.0,INR,4.1,1244,Sun Care,Sun Care,,"https://images-eu.ssl-images-amazon.com/images/I/61F9yYeVTZL._AC_UL300_SR300,200_.jpg",https://www.amazon.in/Sunscreen-Moisturizes-Controls-Protection-Sensitive/dp/B00TI9CMNM/ref=zg_bs_g_1374443031_d_sccl_5/520-5510071-9823352?psc=1,2026-03-23T09:55:44.934345,1,34,True,budget,high
6,B079H9FN6H,"Lakmé Peach Milk Moisturiser SPF 30 with 2% Pro-Ceramide | Daily UV Defense, Hydrating & Skin Barrier Repair Cream | Lightweight, For Dry Skin, Normal, Oily Skin & Sensitive Skin 60ml",Lakmé,140.0,INR,4.2,20640,Sun Care,Sun Care,,"https://images-eu.ssl-images-amazon.com/images/I/41lw3DxHzmL._AC_UL300_SR300,200_.jpg",https://www.amazon.in/Moisturiser-Pro-Ceramide-Hydrating-Lightweight-Sensitive/dp/B079H9FN6H/ref=zg_bs_g_1374443031_d_sccl_6/520-5510071-9823352?psc=1,2026-03-23T09:55:44.935285,1,31,True,budget,high
7,B07NBQVGQW,"NutriGlow Liquorice Sunscreen SPF 40 PA+++ | No White Cast, Matte Finish | Tan Removal + Brightening | Non-Greasy Broad Spectrum UVA/UVB & Blue Light Protection | For Men & Women, All Skin Types | 120ml (Pack of 2)",NutriGlow,275.0,INR,3.8,3001,Sun Care,Sun Care,,"https://images-eu.ssl-images-amazon.com/images/I/61ImpqGlVWL._AC_UL300_SR300,200_.jpg",https://www.amazon.in/NutriGlow-Sunscreen-Non-Greasy-Protection-Combination/dp/B07NBQVGQW/ref=zg_bs_g_1374443031_d_sccl_7/520-5510071-9823352?psc=1,2026-03-23T09:55:44.936248,1,39,True,budget,high
8,B0FSD1T8W7,"52 Sundaze Body Glazing Milk SPF 50 PA++++ | 200 ml Sunscreen Body Lotion with Oat Milk, Ceramides & Niacinamide | Broad Spectrum UVA & UVB Protection, No White Cast | Vegan & Cruelty-Free",52,495.0,INR,,,Sun Care,Sun Care,,"https://images-eu.ssl-images-amazon.com/images/I/41gzOUGfn4L._AC_UL300_SR300,200_.jpg",https://www.amazon.in/52-Sundaze-Niacinamide-Protection-Cruelty-Free/dp/B0FSD1T8W7/ref=zg_bs_g_1374443031_d_sccl_8/520-5510071-9823352?psc=1,2026-03-23T09:55:44.937426,1,34,True,budget,
9,B00V6BPAUC,"Heliocare 360° Gel Oil-Free Sunscreen SPF 50 PA++++ for Oily & Acne-Prone Skin | Matte Finish, No White Cast | Broad Spectrum UVA/UVB/Blue Light Protection | Fernblock® Technology | 50ml",Heliocare,2050.0,INR,4.5,3995,Sun Care,Sun Care,,"https://images-eu.ssl-images-amazon.com/images/I/61Adt-cUq+L._AC_UL300_SR300,200_.jpg",https://www.amazon.in/Heliocare-Acne-Prone-Non-Greasy-Protection-Antioxidant-Rich/dp/B00V6BPAUC/ref=zg_bs_g_1374443031_d_sccl_9/520-5510071-9823352?psc=1,2026-03-23T09:55:44.938367,1,30,True,premium,high
10,B0DCZWXLBV,"Hyphen Sun Milk 100% Mineral Sunscreen Spf 50 Pa++++ Uv+ Bluelight Protection, 25% Nano Zinc Oxide | Sensitive, Acne Prone & Oily Skin, Water Resistant Sun Protect | For Women And Men - 50 Ml",Hyphen,610.0,INR,4.2,121,Sun Care,Sun Care,,"https://images-eu.ssl-images-amazon.com/images/I/51Zt6duvFXL._AC_UL300_SR300,200_.jpg",https://www.amazon.in/Hyphen-SUNSCREEN-Bluelight-Protection-Sensitive/dp/B0DCZWXLBV/ref=zg_bs_g_1374443031_d_sccl_10/520-5510071-9823352?psc=1,2026-03-23T09:55:44.939301,1,35,True,mid,medium
