rank,asin,title,brand,price,currency,rating,review_count,category,subcategory,badge,image_url,product_url,scraped_at,page_number,title_word_count,has_price,price_tier,review_tier
1,B00EDJJ7FS,Philips Viva Collection HD4928/01 2100-Watt Induction Cooktop (Black),Philips,,INR,4.1,54245,Kitchen,Kitchen,,"https://images-eu.ssl-images-amazon.com/images/I/61TDmpQ6-2L._AC_UL300_SR300,200_.jpg",https://www.amazon.in/Philips-Collection-HD4928-01-2100-Watt/dp/B00EDJJ7FS/ref=zg_bs_g_kitchen_d_sccl_1/520-4739001-5594560?psc=1,2026-03-24T12:46:52.693143,1,8,False,,high
2,B01GFTEV5Y,"Pigeon by Stovekraft Cruise 1800 watt Induction Cooktop With Crystal Glass,7 Segments LED Display, Auto Switch Off - Black",Pigeon,,INR,3.6,73297,Kitchen,Kitchen,,"https://images-eu.ssl-images-amazon.com/images/I/61aM36RGwgL._AC_UL300_SR300,200_.jpg",https://www.amazon.in/Pigeon-Stovekraft-Cruise-1800-Watt-Induction/dp/B01GFTEV5Y/ref=zg_bs_g_kitchen_d_sccl_2/520-4739001-5594560?psc=1,2026-03-24T12:46:52.694382,1,19,False,,high
3,B0821PN8L4,Amazon Brand - Presto! Garbage Bags | Medium | 180 Count | 30 Bags X 6 Rolls | 19 X 21 Inches | For Dry & Wet Waste | Black,Amazon,335.0,INR,4.4,56913,Kitchen,Kitchen,,"https://images-eu.ssl-images-amazon.com/images/I/61fn1xtHO4L._AC_UL300_SR300,200_.jpg",https://www.amazon.in/Amazon-Brand-Presto-Oxo-Biodegradable-Garbage/dp/B0821PN8L4/ref=zg_bs_g_kitchen_d_sccl_3/520-4739001-5594560?psc=1,2026-03-24T12:46:52.695426,1,30,True,budget,high
4,B0FQ5JVLL8,"Fresh Assorted Roses (Button Roses), 100g",Fresh,,INR,4.2,430,Kitchen,Kitchen,,"https://images-eu.ssl-images-amazon.com/images/I/61tZVx+LpKL._AC_UL300_SR300,200_.jpg",https://www.amazon.in/Fresh-Assorted-Roses-Button-100g/dp/B0FQ5JVLL8/ref=zg_bs_g_kitchen_d_sccl_4/520-4739001-5594560?psc=1,2026-03-24T12:46:52.696991,1,6,False,,medium
5,B083C6XMKQ,"ATOM ALISTON K1 Series Digital Kitchen Weighing Scale 10 kg, Electronic Weight Machine with LCD Display for Baking, Cooking, Food & Diet, SF-400/A121. 6Months Warranty (Colour May Vary)",ATOM,215.0,INR,4.1,22097,Kitchen,Kitchen,,"https://images-eu.ssl-images-amazon.com/images/I/71775fRr+gL._AC_UL300_SR300,200_.jpg",https://www.amazon.in/Kitchen-Manufacturer-Warranty-capacity-SF400/dp/B083C6XMKQ/ref=zg_bs_g_kitchen_d_sccl_5/520-4739001-5594560?psc=1,2026-03-24T12:46:52.697999,1,28,True,budget,high
6,B0C4DMRHYG,Prestige IRIS ECO 1200 W Induction Cooktop with automatic voltage regulator |Indian Menu option|Power Saver|Timer with User Pre-Set|1 year warranty|Black,"1 offer from₹2,299.00",2299.0,INR,3.8,11631,Kitchen,Kitchen,,"https://images-eu.ssl-images-amazon.com/images/I/61Vu80YcolL._AC_UL300_SR300,200_.jpg",https://www.amazon.in/Prestige-IRIS-ECO-Induction-automatic/dp/B0C4DMRHYG/ref=zg_bs_g_kitchen_d_sccl_6/520-4739001-5594560?psc=1,2026-03-24T12:46:52.699022,1,20,True,premium,high
7,B09J2T124D,"NutriPro Juicer Mixer Grinder - Smoothie Maker - 500 Watts (2 Jars & 1 Blade, Silver) - 2 Year Warranty",NutriPro,1599.0,INR,4.4,27585,Kitchen,Kitchen,,"https://images-eu.ssl-images-amazon.com/images/I/71rH4vEE4nL._AC_UL300_SR300,200_.jpg",https://www.amazon.in/NutriPro-Bullet-Juicer-Grinder-Blades/dp/B09J2T124D/ref=zg_bs_g_kitchen_d_sccl_7/520-4739001-5594560?psc=1,2026-03-24T12:46:52.700017,1,20,True,mid,high
8,B01A57IV58,"Trance 100% Waterproof Premium Cotton Feel Mattress Protector King Size 78x72 Inches | Breathable and Hypoallergenic Ultra Soft Fitted Bed Protector Cover (78""x72"" King, Grey)",Trance,574.0,INR,4.2,38935,Kitchen,Kitchen,,"https://images-eu.ssl-images-amazon.com/images/I/61Mx6KEz3QL._AC_UL300_SR300,200_.jpg",https://www.amazon.in/Trance-Home-Linen-Waterproof-Dustproof/dp/B01A57IV58/ref=zg_bs_g_kitchen_d_sccl_8/520-4739001-5594560?psc=1,2026-03-24T12:46:52.701045,1,25,True,mid,high
9,B0CCM8L54V,"Zulaxy Photo Frame Hooks for Wall Without Drilling, 10 Pack Self Adhesive Hooks for Wall Heavy Duty Strong Nail Free for Hanging Photo Frame (Hanging Hook, Transparent) Stainless Steel",Zulaxy,269.0,INR,4.0,15929,Kitchen,Kitchen,,"https://images-eu.ssl-images-amazon.com/images/I/61WnmpLwAQL._AC_UL300_SR300,200_.jpg",https://www.amazon.in/Zulaxy-Drilling-Adhesive-Transparent-Stainless/dp/B0CCM8L54V/ref=zg_bs_g_kitchen_d_sccl_9/520-4739001-5594560?psc=1,2026-03-24T12:46:52.702077,1,29,True,budget,high
10,B0DRCYP93L,"PEXPO Water Bottle 1 ltr Stainless Steel Sports/Fridge Bottle with Sipper Cap | Single Wall | For Home, Office, Gym, Travelling | Lightweight | BPA Free | Craft Pro 950ml | Pink-Purple Ombre",PEXPO,298.0,INR,4.1,4365,Kitchen,Kitchen,,"https://images-eu.ssl-images-amazon.com/images/I/5178rwvPctL._AC_UL300_SR300,200_.jpg",https://www.amazon.in/PEXPO-Certified-Stainless-Purple-Pink-Friendly/dp/B0DRCYP93L/ref=zg_bs_g_kitchen_d_sccl_10/520-4739001-5594560?psc=1,2026-03-24T12:46:52.703137,1,33,True,budget,high
